id,username,date,choix,followers
326101186,Astrow_LC,1369598919,pour,Patourose;Hoolister_
88462044,Samuel_Lafont,1369598910,contre,Romain_FO;StefanCavers;F_N_88;ObjectifDroite;richardwaghorne;AntoineBoyer75;BabeWatin;Le_Reel;Diderot12;MortauxCons;martin76130;simplythe13;Arybaux;jeanpare467;xavmonty;floriandurand3;nanotousch;jeresiste92;SSIAP4;CBrousset;AndyCBD;lireine7;erayeye;DewallensGaby;NouvelArbitre;Infrarouge3;hubert0612;CarretierG;douce2franclieu;patoche84;manifpourtous25;acrimo;kkerima;faquest;edensissi;nathanou;LoeizRoul;OdetteRichert;maniftousvernon;StopLeDeclin;chanamla;RomainRossignol;BJM781;MONBONHEUR1;manifpourtous83;FranckDebeaud;catene06;lilili69lilili;sebastienglasso;JeandeRobien;Lebenado;Jeromeprodhomme;CitoyennEloOoo;David_vanH;ArdrB;julesbiron;sarmcdonnell;levelb_;fandetv;jeujune;ManifPourTous29
269399115,Nicolasudi62,1369598908,pour,LetemplierLoic;mauzemontole;Patourose;patoche84;_Nico_;vincny01;MANUE_G;TorrideFL;Pierredu19;EqualityFairy;manaufr;centregaux;Pridemap;Geekin_20;ldevilloutreys;JonBlum
458806722,piekowa,1369598905,pour,laurent4485;Miawallace888;bonsoirmichel;mandrake3430;emmarguerite;fredcocharl;manaufr;MANUE_G;bebabessay;pierrerosellini;coralie1001;FabienGrech;CCalmier;BriceSylvestre1;1CaptainTsubasa;ELHistorico7589;icosium59
701586668,Sakuuw,1369598903,pour,ClemenceMiku
547957320,mauzemontole,1369598900,pour,_Nico_;laurent4485;manaufr;ludovicbhamon;vincny01;vio_Official;Romain_FO;loliv2809;centregaux;SVimaire;FreezPakAuChoco;Patourose;Librevoi;Nicolasudi62;Phil_Hauss;Waspj;BrightStar0907;Yasmilady;patoche84;JD_de_Kermadec;Pierredu19;pouceopposable;Geekin_20;Pridemap
570962113,OdetteRichert,1369598898,contre,Wks_69;robertsoizic;jeanpare467;simplythe13;MmeLenvie;HAMONVIR;mariette94val;Librevoi;fbu_82;pascal44p;FabienGrech;_politweet;StopLeDeclin
251595945,MathieuD_S,1369598896,pour,julienbellver
125207364,chantalrebelle,1369598887,pour,mandrake3430;SVimaire;iCanDoItgirl;MarieMarchi;Alkanz;vincent_vauclin;Do_56;franckraleur;pprevert;Elisa6666;jean_fabrice
115093117,BorisThiolay,1369598887,pour,MarieMarchi;mandrake3430;olivierdussopt;MathieuDurquety;franckraleur;cathy6811;alexaussedat;ninarevolution
112716692,Guerlavais,1369598880,pour,jgiovannoni
799253460,NouvelArbitre,1369598877,contre,pascal44p;mariette94val;Diderot12;leclanNS;manifpourtous25;Samuel_Lafont;LoeizRoul;Le_Reel;fandetv;David_vanH;jeujune;lilili69lilili;Lebenado;Foxity78;martin76130;Entre2Tours;StefanCavers;Lahirelsb;s_ignatovitch;NiqueTonParent2;BabeWatin;levelb_
746000443,FleurianeRose,1369598876,contre,karavage69;ObjectifDroite;alice13b;levelb_;BMpolitics;erayeye;Zorro_justicier;Fromzegulag;CBrousset;FabienGrech;edensissi;simplythe13;TheOccitan;catene06;ntwolfmother;CarretierG;Wks_69;Spidercauchois;boite_boite;fbu_82;Jerem_MD;heavyburtations;anouchkacohen;blaemag;FranDIDIER;Infrarouge3;Diderot12;pascal44p;Librevoi;CEA055;Jamiedu54;HAREL22;chrisquette;JeandeRobien;_politweet;Twystsky;LaNoctiflore
361995292,Jerem_MD,1369598876,contre,alice13b;NaregKn;ak_bx;SchmidtkeCedric;Romain_FO;MmeLenvie;NiqueTonParent2;catene06;JeandeRobien;luciepaule2275;Librevoi;ELHistorico7589;pouceopposable;MdameMichu;Zorro_justicier;calipette;Diderot12;blaemag;deuxiemetour;pascal44p;jeanpare467;SophiaIfigha;CEA055;MONBONHEUR1;mc_1220;boite_boite;FleurianeRose;mariette94val;TheOccitan;ntwolfmother;chrisquette;Wks_69;champ_pignon;FranDIDIER;Lennyclerck;anouchkacohen;Twystsky;_politweet
764478506,F_N_88,1369598874,contre,id261;jeanpare467;Lebenado;Fromzegulag;SSIAP4;StefanCavers
52331565,humourdedroite,1369598872,pour,lookas__;patoche84;icosium59
12948642,etopie,1369598869,contre,Samuel_Lafont;alexaussedat
80235962,lamoniromero,1369598868,contre,YanuzS;alanisbj;jeujune;LoeizRoul;piotrmelala;edensissi;Lebenado;levelb_;karavage69;TonyMitchelli66;jeanpare467;chrisquette;fbu_82;mc_1220;Foxity78;Twystsky;s_ignatovitch;FabienGrech;FranDIDIER;anouchkacohen;follande;SSIAP4;AubeActu;Librevoi;StefanCavers
880713271,ClemenceMiku,1369598863,pour,Nicolas_Surmont;Sakuuw
568534007,LaNoctiflore,1369598862,contre,
11842122,sebtik,1369598862,pour,ximemarie;JeanZeid
192704753,ldevilloutreys,1369598860,contre,Wks_69;Bruhlmann;catene06;simplythe13;acrimo;levelb_;jeujune;Zorro_justicier;chrisquette;ArdrB;champ_pignon;douce2franclieu;deRati;JeanMarcVILLER;lireine7;Lennyclerck;JeandeRobien;_A_Weiss_;abbeamar;Lahirelsb
373973181,vince1786,1369598859,pour,nanotousch
365438321,Romain_FO,1369598857,pour,Antoine_Leveque;AntoineBoyer75;NaregKn;Jerem_MD;MmeLenvie;latruelle;loliv2809;mauzemontole;SchmidtkeCedric;sarmcdonnell;ldevilloutreys;niquesarahce
111694745,imodine,1369598856,pour,Alkanz
494129264,MagalieHerlem,1369598853,pour,myricau;vit_leo;BriceSylvestre1;PierreKanuty
434462618,onefrombelgium,1369598853,pour,JoyYsf;hennaJo;fabien_lorch
15119739,dnsdrs,1369598852,pour,ak_bx;JonBlum;monsieurhug
7084742,macinside,1369598842,pour,latruelle;Yasmilady
999587480,legeremilie1,1369598840,contre,simplythe13;HAREL22;Twystsky;pascal44p;edensissi;mariette94val;JeandeRobien;luciepaule2275;Wks_69;leclanNS;CEA055;CBrousset
272461268,FioMog,1369598834,pour,P_GAGNIERE
264192701,HeleneFontanaud,1369598831,pour,sarmcdonnell;EEhrmann;coralie1001;FreezPakAuChoco;pouceopposable;vmilchberg;Robespierre2013;huguesrenson;pierrerosellini;MarieMarchi;PierreKanuty;ojim_france;C__T__W;1CaptainTsubasa;MONBONHEUR1;MathieuDurquety;benedicteliesse;BEDINISebastien;Zozote_Niki
21640730,Martov,1369598831,pour,vit_leo;pouceopposable;Rushkoff18;JulienIelsch;RaphaelCopin;jarousseau;enahpets
252552050,martin76130,1369598830,contre,CarretierG;FreezPakAuChoco;piotrmelala;mariette94val;SSIAP4;FrancoiseCaron;hubert0612;ABMauger;emmarguerite;luciepaule2275;karavage69;rambaux;fbu_82;douce2franclieu;ArdrB;acrimo;ManifPourTous29;NiqueTonParent2;leclanNS;NouvelArbitre;Lahirelsb;Lebenado;catene06;FranckDebeaud;BabeWatin;SGouez;alice13b;pouceopposable;levelb_;fandetv;TonyMitchelli66;simplythe13;erayeye;robertsoizic;jeujune;Loup_solidaire;FleurianeRose;teppdude;jeanpare467;TheOccitan;s_ignatovitch;justweetyme;laurentrosay;Fromzegulag
47706812,jgiovannoni,1369598827,pour,BriceSylvestre1;Lloyd__Hopkins;reidoth;CCalmier;manaufr;blaemag;Yannzerodeux;Spidercauchois;Do_56
508752598,mc_1220,1369598826,contre,leclanNS;aourell29;GeorgesBerger;pascal44p;douce2franclieu;edensissi;deuxiemetour;martin76130;Infrarouge3;maniftousvernon;tdechampagn;TheOccitan;chrisquette;CEA055;JeandeRobien;BMpolitics;blaemag;FabienGrech;StopLeDeclin;MmeLenvie;champ_pignon;Spidercauchois;CBrousset;anouchkacohen;_politweet;FranDIDIER;Lautrec31;Librevoi;follande;ntwolfmother;MdameMichu
375573313,romainthomazeau,1369598826,pour,Pridemap;embruns;adia66
102766650,mayasdreams,1369598824,pour,ninarevolution
194972954,FloHmz,1369598824,pour,caracoq;Amk84000;vit_leo
537477494,Phil_Hauss,1369598824,pour,laurent4485;LetemplierLoic;ktrinelebreton;icosium59;BELLEGO5;harphan75;ssssandrine;Tatitedu13;sarmcdonnell;Family_Gay_com;dominiquevin;ludovicbhamon;Pierredu19;vincny01;mauzemontole;Geekin_20;Pridemap
485915695,Languedebip,1369598823,pour,ssssandrine;tigerymous;floriandurand3;Lloyd__Hopkins;GuntherRedal;MathLOFF;cathy6811;Do_56;Wks_69;CCalmier
1144938307,FreezPakAuChoco,1369598823,pour,MarieMarchi;deuxiemetour;fredcocharl;BELLEGO5;pascal95;Tatitedu13;sarmcdonnell;ssssandrine;1CaptainTsubasa;calipette
462258095,ainsivalinfo,1369598821,pour,vincny01;Waspj;iCanDoItgirl;vit_leo;juls_eve;chdelporte;HeleneFontanaud
1146439224,lilili69lilili,1369598820,contre,Foxity78;leclanNS;Wks_69;Zorro_justicier;mc_1220;edensissi;Lennyclerck;mariette94val;FranckDebeaud;levelb_;karavage69;NiqueTonParent2;manifpourtous25;champ_pignon;ArdrB;hubert0612;fandetv;BabeWatin;faquest;blaemag
249091144,vincent_vauclin,1369598818,contre,jeanpare467;FabienGrech;AnthonyFouchard;tetunicois
162764688,AimeeLoved_B,1369598817,pour,MEWJ79
214123881,PhilU_2,1369598817,contre,deuxiemetour;edensissi;alice13b;catene06;leclanNS;mariette94val;pascal44p;simplythe13;_politweet;Wks_69;CBrousset;anouchkacohen;CEA055;Twystsky;Jamiedu54
19233676,Salome_L,1369598816,neutre,MathieuD_S;cathy6811;JonBlum;Phil_Hauss;GuntherRedal;MortauxCons;futurswing;MathieuDurquety;onefrombelgium;dnsdrs;E_Dupin;julesbiron;flohin;thierry_c;vit_leo;_Nico_;Gervais_F;dombouissou;BastienHo;HugoTravers;HeleneFontanaud;V_Citizen;Antoine_Leveque;Miawallace888;ChrisMichelFr;1CaptainTsubasa;pierrerosellini;StphaneCariou;sarmcdonnell;GHulsens;Francebleubzh;MarieMarchi;Tatitedu13;benedicteliesse;Binouite;GilKennedy;ludovicbhamon;DiesIraes;mandrake3430;AFredo31000;xavmonty;Waspj;ADAN_Officiel;tristanmf;ArethaConnery;Karmappa;nanotousch;OPredhomme;C__T__W;axellelemaire;Lloyd__Hopkins;pouceopposable;fabien_lorch;plarad;sanmel35;HAREL22;ojim_france;MEWJ79;champ_pignon;FioMog;Spidercauchois;Latifah75;StefanCavers;LauredeMontalem;manaufr;BEDINISebastien;xpennec;franckraleur;LLR2012;marineturchi;vince1786;jgiovannoni;sebtik;SBelbachir;Neoprofs;fabricemucci;Just1M0t;LouisMilanoD
127080148,capecodmiss,1369598787,pour,
992159581,juannovali,1369598782,pour,laurent4485;adia66;ssssandrine;Geekin_20;floriandurand3;MarieMarchi;Waspj;mandrake3430;DiesIraes;Miawallace888;BlablaDeGauche;futurswing;bonsoirmichel;marsu35;LetemplierLoic;sarmcdonnell;coralie1001;Tortoyse;Do_56;HAREL22;JD_de_Kermadec;vincny01;fredcocharl;ktrinelebreton;Pierredu19;Nniina_;juls_eve;CCalmier;V_Citizen;bembelly;Maga_Mata;Max_Vess;Pridemap;PDumalanede
47336512,Amk84000,1369598777,pour,iCanDoItgirl;GuntherRedal;HugoTravers;Family_Gay_com;harphan75;AndyCBD;Phil_Hauss;ArethaConnery;emmarguerite;axellelemaire;TorrideFL;FreezPakAuChoco;mandrake3430;Waspj;latruelle;MANUE_G;ChrisMichelFr;vio_Official;angelinirodsson;sanmel35;ainsivalinfo;ADAN_Officiel;sarmcdonnell;Just1M0t;pprevert;_Nico_;coralie1001;vincny01;GilKennedy;patoche84;pouceopposable;pierrerosellini;JD_de_Kermadec;ThibaultGential;SVimaire;Lloyd__Hopkins;p_brun;d4v1d_0ff;fredcocharl;laurent4485;Nicolasudi62;aymordi;Jeromeprodhomme;C__T__W;tigerymous;Max_Vess;SylvieTolmont;P_GAGNIERE;dombouissou;MarieMarchi;MEWJ79;Yasmilady;franckraleur;arnocast;romainthomazeau;FloHmz;SBelbachir;fabien_lorch;fabricemucci;Neoprofs;mahorchiche;MagalieHerlem;Antoine_Leveque;nathalieaudin;Aurelien2b6;TristanQM;AFredo31000;HeleneFontanaud;vit_leo;vincent_vauclin;olivierdussopt;Elisa6666;BEDINISebastien
705617755,huguesrenson,1369598777,pour,ChrisMichelFr
312888560,anouchkacohen,1369598776,contre,Wks_69;alice13b;LaNoctiflore;CBrousset;edensissi;Zorro_justicier;leclanNS;catene06;levelb_;pascal44p;_politweet;CarretierG;pouceopposable;fbu_82;jeanpare467;Mbcustode;Fromzegulag;PhilU_2;blaemag;boite_boite;BJM781;RomainGuyard;Jerem_MD;champ_pignon;douce2franclieu;chrisquette;MONBONHEUR1;mariette94val;Diderot12;Infrarouge3;GeorgesBerger;Lennyclerck;FleurianeRose;JeandeRobien;nathanou;StopLeDeclin;FabienGrech;CEA055;MmeLenvie;HAREL22;BMpolitics;HAMONVIR;mc_1220;Lautrec31;Jamiedu54;Spidercauchois;Librevoi;ntwolfmother;FranDIDIER;follande;MdameMichu;Twystsky
183207275,LucBentz,1369598773,pour,SVimaire;jgiovannoni;CCalmier;Yasmilady;Neoprofs;Yannzerodeux
370932257,Lloyd__Hopkins,1369598773,pour,icosium59;Languedebip;CitoyennEloOoo;HAREL22;Robespierre2013;LeBruitLaFureur
1127243618,TorrideFL,1369598764,pour,Patourose;Amk84000;LetemplierLoic;CCalmier;Waspj;latruelle;vincny01;JD_de_Kermadec;Pierredu19;MANUE_G;pouceopposable;sarmcdonnell;Bitchy_Boys;Pridemap
493515305,s_ignatovitch,1369598762,contre,chanamla;JeanMarcVILLER;MmeLenvie;Le_Reel;levelb_;ABMauger;champ_pignon;blaemag;mc_1220;BMpolitics;hubert0612;NouvelArbitre;deRati;BabeWatin;ManifPourTous29;Zorro_justicier;manifpourtous25;jeujune;NiqueTonParent2;fandetv;maniftousvernon;chrisquette;manifpourtous83;vandemeulebrou;Foxity78;abbeamar;FranckDebeaud;Samuel_Lafont;Neoprofs;ntwolfmother
182906244,ABMauger,1369598761,contre,chrisquette;fandetv;pascal44p;faquest;ManifPourTous29;LoeizRoul;MdameMichu;Samuel_Lafont
381184790,Bebeuss,1369598760,pour,floriandurand3;mandrake3430;laurent4485;MortauxCons;Miawallace888;SVimaire;Anonyme_curieux;wagihe2012;coralie1001;TorrideFL;bonsoirmichel;juls_eve;CabelloMarc;fabien_lorch;Maga_Mata;natonhg;Tatitedu13;futurswing;LeBruitLaFureur;CCalmier;Nniina_;CitoyennEloOoo
137370532,pascal44p,1369598760,contre,_JimmyHenin;SchmidtkeCedric;jeresiste92;lireine7;ABMauger;richardwaghorne;SophiaIfigha;SGouez;chanamla;legeremilie1;MONBONHEUR1;HAREL22;FabienGrech;PhilU_2;leclanNS;AntoineBoyer75;deuxiemetour;mc_1220;Infrarouge3;BabeWatin;hubert0612;alice13b;catene06;MmeLenvie;edensissi;TonyMitchelli66;id261;FrancoiseCaron;robertsoizic;anouchkacohen;luciepaule2275;Wks_69;MOA7BON;karavage69;sebastienglasso;ArdrB;teppdude;gala444;CarretierG;levelb_;jeanpare467;JeandeRobien;boite_boite;Jerem_MD;fbu_82;TheOccitan;Lennyclerck;CEA055;LaNoctiflore;simplythe13;tdechampagn;FranDIDIER;Entre2Tours;MechantJuge;HAMONVIR;mariette94val;FleurianeRose;Librevoi;BMpolitics;calipette;Diderot12;_politweet;Fromzegulag;OdetteRichert;CBrousset;aourell29;Spidercauchois;blaemag;chrisquette;Twystsky;ntwolfmother
193045025,aymordi,1369598748,pour,BastienHo;GaetanAndrieux;leanfe4;Pridemap
17400044,teppdude,1369598727,contre,Librevoi;CBrousset;mariette94val;champ_pignon;JeandeRobien;Wks_69;MmeLenvie;pascal44p;blaemag;boite_boite;fbu_82;martin76130;douce2franclieu;Twystsky
188416846,_Karmapolis,1369598720,pour,Margochiste_
117455135,sarmcdonnell,1369598712,pour,latruelle;laurent4485;Family_Gay_com;Tatitedu13;Geekin_20;ludovicbhamon;Phil_Hauss;sanmel35;FreezPakAuChoco;Waspj;juannovali;Romain_FO;V_Citizen;JD_de_Kermadec;Pierredu19;TorrideFL;_Nico_;pierrerosellini;Pridemap;Bitchy_Boys
999252745,FrancoiseCaron,1369598702,contre,erayeye;Librevoi;ArdrB;MmeLenvie;levelb_;manifpourtous25;alice13b;Lennyclerck;fandetv;pascal44p;hubert0612;jeujune;teppdude;blaemag;ManifPourTous29;jeanpare467;champ_pignon;follande;FranckDebeaud
249152631,Latifah75,1369598701,pour,
197063362,champ_pignon,1369598698,contre,Wks_69;Le_Reel;Infrarouge3;LoeizRoul;manifpourtous25;acrimo;laurentrosay;douce2franclieu;teppdude;levelb_;NiqueTonParent2;catene06;LMPT_Poitou;Lennyclerck;follande;FleurianeRose;jeujune;FranckDebeaud;lilili69lilili;jeanpare467;mariette94val;Zorro_justicier;ArdrB;martin76130;BabeWatin;Librevoi;deRati;maniftousvernon;MmeLenvie;JeanMarcVILLER;vandemeulebrou;erayeye;FrancoiseCaron;ldevilloutreys;fandetv;chrisquette;blaemag;FranDIDIER;Jerem_MD;MONBONHEUR1;HAMONVIR;TheOccitan;flohin;_politweet;Loup_solidaire;Twystsky;Spidercauchois;JeandeRobien;AubeActu;mc_1220;CEA055
827131363,Robespierre2013,1369598691,pour,icosium59;emmarguerite;juannovali;vincny01;Miawallace888;Tatitedu13;MortauxCons;sebastienglasso;DiesIraes;mandrake3430;wagihe2012;manaufr;CabelloMarc;bonsoirmichel;SVimaire;Lloyd__Hopkins;Maga_Mata;juls_eve;CitoyennEloOoo;LeBruitLaFureur;Anonyme_curieux;natonhg
399484284,niquesarahce,1369598689,pour,Romain_FO
427690503,Safae_F,1369598686,pour,
313420534,JonLivin,1369598686,pour,CitoyennEloOoo;SVimaire;Anonyme_curieux;natonhg;LeBruitLaFureur
393627660,chdelporte,1369598684,pour,blaemag;justweetyme;BELLEGO5;fabien_lorch;fabricemucci;PierreKanuty;bastienhugues;ainsivalinfo
493435606,Lautrec31,1369598678,contre,manifpourtous25;Zorro_justicier;_politweet;chrisquette;Fromzegulag;Librevoi;mc_1220;anouchkacohen;FranDIDIER;ntwolfmother;follande;MdameMichu
48484744,C__T__W,1369598669,pour,icosium59;SophiaIfigha;LetemplierLoic;Pierredu19;ssssandrine;BastienHo;adia66;coralie1001;bembelly;Loup_solidaire
7627832,Alkanz,1369598667,pour,imodine;SVimaire;marsu35
83880115,ninarevolution,1369598661,pour,pierrerosellini;Maga_Mata;BorisThiolay;mayasdreams
554843376,deuxiemetour,1369598660,contre,FleurianeRose;CCalmier;FreezPakAuChoco;monsieurhug;alanisbj;V_Citizen;aourell29;tdechampagn;MarieMarchi;calipette;Miawallace888;manaufr;simplythe13;londonclash;PhilU_2;BlablaDeGauche;bembelly;ludovicbhamon;pascal95;tigerymous;FranckDebeaud;alice13b;pascal44p;edensissi;ssssandrine;HAREL22;mc_1220;Wks_69;jeresiste92;AubeActu;jeanpare467;anouchkacohen;MmeLenvie;Twystsky;Jerem_MD;pierrerosellini;ELHistorico7589
96237379,Lebenado,1369598658,contre,LoeizRoul;id261;fandetv;_A_Weiss_;StefanCavers;Zorro_justicier;aourell29;Wks_69;tdechampagn
335860185,cha_matou,1369598653,pour,pouceopposable;Just1M0t;Pridemap
964239906,emmarguerite,1369598651,pour,MarieMarchi;laurent4485;ssssandrine;fredcocharl;bembelly;pierrerosellini;CitoyennEloOoo;icosium59;Do_56;vincny01;LetemplierLoic
560991444,vandemeulebrou,1369598651,contre,Yasmineeeech;Wks_69;ntwolfmother;AntoineBoyer75;mariette94val;alice13b;fbu_82;Diderot12;MmeLenvie;ManifPourTous29;_politweet;jeujune;boite_boite;blaemag;Twystsky;champ_pignon;MONBONHEUR1
1068828068,levelb_,1369598650,contre,deuxiemetour;id261;robertsoizic;CarretierG;jeanpare467;floriandurand3;_A_Weiss_;blaemag;hubert0612;richardwaghorne;Wks_69;Zorro_justicier;Twystsky;_politweet;lireine7;gala444;edensissi;tdechampagn;Diderot12;aourell29;JeandeRobien;pascal44p
427277574,Loup_solidaire,1369598649,pour,Wks_69;ktrinelebreton;PDumalanede;SVimaire;GuntherRedal;CitoyennEloOoo;Pridemap;MONBONHEUR1;Tatitedu13;vit_leo;champ_pignon;bembelly;coralie1001;C__T__W;MEWJ79;Neoprofs;LauredeMontalem
46642939,pprevert,1369598646,pour,emmarguerite;GaetanAndrieux;Lloyd__Hopkins;sarmcdonnell;fabien_lorch;levelb_;ChrisMichelFr;pouceopposable;Amk84000;Marie_Jou;CitoyennEloOoo;BukIsGod;ak_bx;iCanDoItgirl;fabricemucci;pierrerosellini;Tatitedu13;piekowa;monsieurhug;AubeActu;tristanmf;tetunicois;Just1M0t;centregaux;zeyesnidzeno;bloomee;marineturchi;chantalrebelle;CharlesHervis
309024736,Margochiste_,1369598645,pour,Geekin_20;emmarguerite;mandrake3430;tigerymous;LetemplierLoic;_Karmapolis
127328676,Joan_Louis_Font,1369598637,pour,fabricemucci;Waspj;pouceopposable;ChrisMichelFr;Max_Vess
456917253,SylvieTolmont,1369598637,pour,axellelemaire;ADAN_Officiel;Yasmilady;MathieuDurquety;Amk84000
203032542,Tchouktchou_k,1369598622,pour,Just1M0t
30939939,moniqueroyer,1369598616,pour,JeanZeid;Neoprofs
303154397,reidoth,1369598611,pour,Miawallace888;CCalmier;Wks_69;LetemplierLoic;icosium59;MarieMarchi;mic_hug;Nniina_
331676157,FranckDebeaud,1369598609,contre,deuxiemetour;mariette94val;Foxity78;manifpourtous25;lilili69lilili;fandetv;jeujune;FrancoiseCaron;NiqueTonParent2;s_ignatovitch
301853897,juls_eve,1369598597,pour,Miawallace888;Tatitedu13;MarieMarchi;mandrake3430;pietro_berti;LetemplierLoic;Aurelien2b6;juannovali;Nniina_;V_Citizen;Pierredu19;Bebeuss;mic_hug;MEWJ79;pierrerosellini;DiesIraes;CCalmier;icosium59;adia66
988372536,Zorro_justicier,1369598585,contre,robertsoizic;Infrarouge3;mic_hug;Lebenado;alice13b;levelb_;chrisquette;jeujune;BabeWatin;Wks_69;faquest;NiqueTonParent2;JeandeRobien
628126313,deRati,1369598583,contre,ObjectifDroite;LoeizRoul;Le_Reel;Librevoi;manifpourtous25;Wks_69;FleurianeRose;Infrarouge3;lilili69lilili;flohin;douce2franclieu;follande;mc_1220;catene06;martin76130;FrancoiseCaron;LMPT_Poitou;Foxity78;BabeWatin;levelb_;s_ignatovitch;faquest;ArdrB;Lennyclerck;FranckDebeaud;jeanpare467;blaemag;fandetv;ManifPourTous29;JeandeRobien;champ_pignon;mariette94val;Samuel_Lafont;MmeLenvie;ldevilloutreys
46446811,marineturchi,1369598579,neutre,fabien_lorch;Tortoyse;OPredhomme;BastienHo;flohin;GregLeclerc;BukIsGod;bebabessay;d4v1d_0ff;vit_leo;thisfrenchlife;ludovicbhamon;Lloyd__Hopkins;MarieMarchi;abbeamar;RomainRossignol;Nniina_;xavmonty;rambaux;Miawallace888;fabricemucci;GaetanAndrieux;StphaneCariou;SparkleToEscape;FranckDebeaud;Alkanz;ADAN_Officiel;emmarguerite;Binouite;julesbiron;levelb_;NiqueTonParent2;Robespierre2013;mandrake3430;Tatitedu13;pouceopposable;Waspj;LauredeMontalem;benedicteliesse;HAREL22;Anonyme_curieux;s_ignatovitch;sanmel35;Bitchy_Boys;embruns
142598572,Yasmilady,1369598579,pour,icosium59;Miawallace888;caracoq;CCalmier;Anonyme_curieux;Tatitedu13;GuntherRedal;pascal95;Pierredu19;latruelle;C__T__W;mauzemontole;ADAN_Officiel;JD_de_Kermadec;_Nico_;fredcocharl;ssssandrine;SVimaire;sanmel35;manaufr;Max_Vess;bembelly;Pridemap
1157290465,ObjectifDroite,1369598577,contre,Diderot12;faquest;fandetv;MONBONHEUR1;Wks_69;_politweet
219397176,flohin,1369598573,contre,boite_boite;champ_pignon;BMpolitics
457620401,LouisMilanoD,1369598572,pour,nanotousch;Stbslam
18125180,AudeBaron,1369598570,pour,HugoTravers;Yasmilady;AFredo31000;Waspj;LucBentz;thierry_c;latruelle
343349453,maurtyfer,1369598567,pour,harphan75;Max_Vess;BenoitCAZALS;Jules_Lecomte;Miawallace888;HAREL22
478058571,HAMONVIR,1369598566,contre,OdetteRichert;Wks_69;champ_pignon;pascal44p;Fromzegulag;blaemag;Twystsky;anouchkacohen;Spidercauchois;MmeLenvie
1393595936,TeamPSG__,1369598562,pour,Cebolla92
1336054920,LMPT_Poitou,1369598558,contre,Diderot12;jeanpare467;LoeizRoul;Le_Reel;ldevilloutreys;acrimo;manifpourtous83;Lebenado;manifpourtous25;deRati;ArdrB;fandetv
197546958,RemyFleury,1369598557,pour,vit_leo
>>>>>>> graphes
96003627,Messa_chelkia,1369598556,pour,
381467710,julesbiron,1369598553,pour,fabien_lorch;Lewiszche
524240651,SBelbachir,1369598546,pour,wagihe2012
295249309,jfporchez,1369598539,pour,LucBentz
39761398,victorbellec,1369598535,pour,AnaComKi;atournier
40857776,Jules_Lecomte,1369598535,pour,LauredeMontalem
389978629,J_de_Leiris,1369598535,contre,Wks_69;Lennyclerck;MONBONHEUR1;MmeLenvie;BMpolitics;MdameMichu
53336284,HugoTravers,1369598530,pour,SVimaire;TristanQM;TheiMika;heavyburtations;Metal_Maxime;Do_56;V_Citizen;futurswing;Tatitedu13;AFredo31000
5610642,JonBlum,1369598525,pour,_JimmyHenin;TristanQM;SchmidtkeCedric;alexaussedat;ak_bx;Nicolasudi62;AubeActu;AnaisDlb;Neoprofs;marineturchi;AFredo31000;etopie;bloomee;dnsdrs
929996576,karavage69,1369598524,contre,acrimo;simplythe13;richardwaghorne;douce2franclieu;blaemag;Wks_69;pascal44p;_politweet;boite_boite;fandetv;champ_pignon;MmeLenvie;Librevoi;Twystsky
117407454,Family_Gay_com,1369598516,pour,laurent4485;JD_de_Kermadec;harphan75;pascal95;sarmcdonnell;vincny01;Phil_Hauss;Geekin_20;MarieMarchi;centregaux;Pridemap
610095565,P_GAGNIERE,1369598516,pour,fredcocharl;martin76130;V_Citizen;fabricemucci;Amk84000
1134367200,Yasmineeeech,1369598503,contre,CEA055;MmeLenvie;Wks_69
610242039,gustaveparking,1369598501,pour,E_Dupin;iCanDoItgirl
1150789543,CrazyIndoMonkey,1369598496,pour,
91863617,fabienpaillot,1369598490,pour,PaulGRennes
552171483,MiniLabiur,1369598488,pour,
17688298,alexaussedat,1369598482,pour,AnaComKi
99245311,petaramesh,1369598481,pour,gustaveparking;iCanDoItgirl;Do_56;bloomee
1106725483,robertsoizic,1369598473,contre,levelb_;Diderot12;richardwaghorne;OdetteRichert;jeujune;mariette94val;Zorro_justicier;JeandeRobien;blaemag;Wks_69;fbu_82;Twystsky;pascal44p;jeanpare467;faquest
1346104482,GregLeclerc,1369598463,pour,MarieMarchi;GHulsens;ojim_france
30921943,Rushkoff18,1369598461,pour,CitoyennEloOoo;Martov;DiesIraes;franckraleur;zeyesnidzeno;Larmurerie;SophiaIfigha
465367030,dhenneton,1369598460,pour,
299831200,MOA7BON,1369598460,contre,pascal44p
614881679,josiezezet,1369598457,pour,Pridemap
46151256,E_Dupin,1369598452,pour,emmarguerite;calipette;alexaussedat;jgiovannoni;jeanpare467;FreezPakAuChoco;sebastienglasso;pouceopposable;Zorro_justicier;HeleneFontanaud;ojim_france;fbu_82;teppdude;gustaveparking;kkerima;laurentrosay;Samuel_Lafont;nanotousch;mahorchiche;Just1M0t;dombouissou;Lloyd__Hopkins;chrisquette;natonhg;franckraleur;Lautrec31;Binouite;Zozote_Niki;SBelbachir;Neoprofs;fabricemucci;chdelporte
19234625,pocket_pau,1369598448,pour,MathLOFF;Philippedecamps
